material_id,topic,part,issue_id,question,source_date
378,微笑的场合,Part 3,1866,Why do most people smile in photographs?,2021-05-09
378,微笑的场合,Part 3,1867,Do women smile more than men? Why?,2021-05-09
378,微笑的场合,Part 3,1868,Do people smile more when they are younger or older ?,2021-05-09
378,微笑的场合,Part 3,5640,Is smiling important in your culture?,2026-01-16
378,微笑的场合,Part 3,5641,Are there any occasions when people need to pretend to smile?,2026-01-16
399,早起经历,Part 2,1966,"Describe a time when you got up early
You should say:
When it was
What you did
Why you got up early
And how you felt about it",2021-09-01
399,早起经历,Part 3,1967,Do you know anyone who likes to get up early?,2021-09-01
399,早起经历,Part 3,1968,Why do people get up early?,2021-09-01
399,早起经历,Part 3,1969,What kinds of occasions need people to arrive early?,2021-09-01
399,早起经历,Part 3,1970,Why do some people like to stay up late?,2021-09-01
399,早起经历,Part 3,5714,Is it good to arrive early in any situation?,2026-05-06
406,机智解决问题的人,Part 2,1993,"Describe a person who solved a problem in a smart way
You should say:
Who this person is
What the problem was
How he/she solved it
And explain why you think he/she did it in a smart way",2021-09-02
406,机智解决问题的人,Part 3,1994,Do you think children are born smart or they learn to become smart?,2021-09-02
406,机智解决问题的人,Part 3,1995,How do children become smart at school?,2021-09-02
406,机智解决问题的人,Part 3,1996,Why are some people well-rounded and others only good at one thing?,2021-09-02
406,机智解决问题的人,Part 3,1997,Why does modern society need talents of all kinds?,2021-09-02
406,机智解决问题的人,Part 3,5665,Do you think smart children are happier than other children?,2026-01-30
406,机智解决问题的人,Part 3,5666,Is it important for schools to identify and develop each student's talents?,2026-01-30
414,自行车/摩托车/汽车旅行,Part 2,2030,"Describe a bicycle/motorcycle/car trip you would like to take
You should say:
Who you would like to go with
Where you would like to go
When you would like to go
And explain why you would like to go by bicycle/motorcycle/car",2021-09-03
414,自行车/摩托车/汽车旅行,Part 3,2031,"Which form of vehicle is more popular in your country, bikes, cars or motorcycles?",2021-09-03
414,自行车/摩托车/汽车旅行,Part 3,2032,Do you think air pollution comes mostly from motor vehicles?,2021-09-03
414,自行车/摩托车/汽车旅行,Part 3,2033,Do you think people need to change the way of transportation drastically to protect the environment?,2021-09-03
414,自行车/摩托车/汽车旅行,Part 3,2034,How are the transportation systems in urban areas and rural areas different?,2021-09-03
414,自行车/摩托车/汽车旅行,Part 3,5663,Why do more people own and drive private vehicles now?,2026-01-30
414,自行车/摩托车/汽车旅行,Part 3,5664,What do you think of the future of electric cars?,2026-01-30
426,花费超过预期的物品,Part 2,2086,"Describe an item on which you spent more than expected
You should say:
What it is
How much you spent on it
Why you bought it
And explain why you think you spent more than expected",2021-09-06
426,花费超过预期的物品,Part 3,2087,Do you often buy more than you expected?,2021-09-06
426,花费超过预期的物品,Part 3,2088,What do you think young people spend most of their money on?,2021-09-06
426,花费超过预期的物品,Part 3,2089,Do you think it is important to save money? Why?,2021-09-06
426,花费超过预期的物品,Part 3,2090,Do people buy things they don't need?,2021-09-06
426,花费超过预期的物品,Part 3,5646,Do you think it is the rich people's responsibility to donate money to people in need?,2026-01-19
426,花费超过预期的物品,Part 3,5647,What kind of things are people happy to pay a high price for?,2026-01-19
430,为家人骄傲,Part 2,2110,"Describe a time when you felt proud of a family member
You should say:
When it happened
Who the person is
What the person did
And explain why you felt proud of him/her",2021-09-14
430,为家人骄傲,Part 3,2111,When would parents feel proud of their children?,2021-09-14
430,为家人骄傲,Part 3,2112,Should parents reward children? Why and how?,2021-09-14
430,为家人骄傲,Part 3,2113,Is it good to reward children too often? Why?,2021-09-14
430,为家人骄傲,Part 3,2114,On what occasions would adults be proud of themselves?,2021-09-14
430,为家人骄傲,Part 3,5615,Do rewards help a child become better?,2026-01-12
430,为家人骄傲,Part 3,5678,What do you think about children working hard just for grades?,2026-02-13
546,发小,Part 2,2650,"Describe a friend from your childhood
You should say:
Who he/she is
Where and how you met each other
What you often did together
And explain what made you like him/her",2022-09-07
546,发小,Part 3,2651,Do you still keep in touch with your friends from childhood? Why or why not?,2022-09-07
546,发小,Part 3,2652,How important is childhood friendship to children?,2022-09-07
546,发小,Part 3,2653,What do you think of communicating with others through social media?,2022-09-07
546,发小,Part 3,2654,Do you think online communication through social media will replace face-to-face communication?,2022-09-07
546,发小,Part 3,5089,Has technology changed people's friendships? How?,2025-05-08
546,发小,Part 3,5720,What's the difference between talking to friends and family?,2026-05-06
634,乐于助人的人,Part 2,5601,"Describe a person who often helps others

You should say:

Who this person is

How often he/she helps others

How/why he/she helps others

And how you feel about this person",2026-01-09
634,乐于助人的人,Part 3,5602,Should children help their parents with household chores?,2026-01-09
634,乐于助人的人,Part 3,5603,What kind of help do people need when looking for a new job?,2026-01-09
634,乐于助人的人,Part 3,5604,"Who should people ask for help, colleagues or family members?",2026-01-09
760,想颁布的新法律,Part 2,3939,"Describe a new law you would like to introduce

You should say

What law it is

What changes this law has

Whether this new law will be popular

How you came up with the new law

And explain how you feel about this new law",2024-04-12
760,想颁布的新法律,Part 3,3940,What rules should students follow at school?,2024-04-12
760,想颁布的新法律,Part 3,3941,Do people in your country usually obey the law?,2024-04-12
760,想颁布的新法律,Part 3,4030,What kinds of behavior are considered as good behavior?,2024-04-18
760,想颁布的新法律,Part 3,4031,Do you think children can learn about the law outside of school?,2024-04-18
760,想颁布的新法律,Part 3,4032,What are the benefits for people if they obey the rules?,2024-04-18
760,想颁布的新法律,Part 3,4033,How can parents teach children to obey rules?,2024-04-18
819,近期观影,Part 2,4350,"Describe a movie you watched and enjoyed recently

You should say:

When and where you watched it

Who you watched it with

What it was about

And explain why you watched this movie",2024-09-03
819,近期观影,Part 3,4351,What kinds of movies do you think are successful in your country?,2024-09-03
819,近期观影,Part 3,4352,Do Chinese people prefer to watch domestic movies or foreign movies?,2024-09-03
819,近期观影,Part 3,4353,Do you think only well-known directors can create the best movies?,2024-09-03
819,近期观影,Part 3,4354,Why do people prefer to watch movies in the cinema?,2024-09-03
819,近期观影,Part 3,4355,What are the factors that make a successful movie?,2024-09-03
819,近期观影,Part 3,4388,Do you think successful movies should have well-known actors or actresses in leading roles?,2024-09-03
868,近期改变的计划,Part 2,4792,"Describe a plan that you had to change recently

You should say:

When this happened

What made you change the plan

What the new plan was

And how you felt about the change",2025-01-22
868,近期改变的计划,Part 3,4796,Do people often change their plans?,2025-02-04
868,近期改变的计划,Part 3,4797,Would you tell others if you change your plan?,2025-02-04
868,近期改变的计划,Part 3,4799,How does technology help people make plans?,2025-02-04
868,近期改变的计划,Part 3,4800,Why do you think parents still make plans for their children nowadays?,2025-02-04
909,想见的名人,Part 2,4968,"Describe a famous person you would like to meet

You should say:

Who he/she is

How you knew him/her

How/where you would like to meet him/her

And explain why you would like to meet him/her",2025-04-30
909,想见的名人,Part 3,4969,What are the advantages and disadvantages of being a famous child?,2025-04-30
909,想见的名人,Part 3,4970,What can today's children do to become famous?,2025-04-30
909,想见的名人,Part 3,5515,What can children do with their fame?,2026-01-05
909,想见的名人,Part 3,5516,Do people become famous because of their talent?,2026-01-05
909,想见的名人,Part 3,5636,Is it easy to become famous in your country?,2026-01-16
909,想见的名人,Part 3,5637,Do you want to be a famous person?,2026-01-16
988,完美工作,Part 2,5509,"Describe a perfect job you would like to have in the future

You should say:

What it is

How you knew it

What you need to learn to get this job

And explain why you think it is a perfect job for you",2026-01-04
988,完美工作,Part 3,5510,What kind of job can be called a 'dream job'?,2026-01-04
988,完美工作,Part 3,5511,What should people consider when choosing jobs?,2026-01-04
988,完美工作,Part 3,5512,ls salary the main reason people choose a certain job?,2026-01-04
988,完美工作,Part 3,5545,Do people's ideal jobs change as they grow up?,2026-01-06
988,完美工作,Part 3,5606,What jobs do children want to do when they grow up?,2026-01-10
988,完美工作,Part 3,5634,What kind of jobs are the most popular in your country?,2026-01-15
990,禁止用手机的场合,Part 2,5517,"Describe an occasion when you were not allowed to use your mobile phone

You should say:

When it was

Where it was

Why you were not allowed to use your mobile phone

And how you felt about it",2026-01-05
990,禁止用手机的场合,Part 3,5518,How do young and old people use mobile phones differently?,2026-01-05
990,禁止用手机的场合,Part 3,5519,What positive and negative impact do mobile phones have on friendship?,2026-01-05
990,禁止用手机的场合,Part 3,5520,ls it a waste of time to take pictures with mobile phones?,2026-01-05
990,禁止用手机的场合,Part 3,5521,Do you think it is necessary to have laws on the use of mobile phones?,2026-01-05
990,禁止用手机的场合,Part 3,5638,What are examples of good and poor phone manners?,2026-01-16
990,禁止用手机的场合,Part 3,5639,How does the internet benefit people?,2026-01-16
993,喜欢画画的孩子,Part 2,5537,"Describe a child who loves drawing/painting

You should say:

Who he/she is

How/when you knew him/her

How often he/she draws/paints

And explain why you think he/she loves drawing/painting",2026-01-05
993,喜欢画画的孩子,Part 3,5538,What is the right age for a child to learn drawing?,2026-01-05
993,喜欢画画的孩子,Part 3,5539,Why do most children draw more often than adults do?,2026-01-05
993,喜欢画画的孩子,Part 3,5540,Why do some people visit galleries or museums instead of viewing artworks online?,2026-01-05
993,喜欢画画的孩子,Part 3,5541,Do you think galleries and museums should be free of charge?,2026-01-05
993,喜欢画画的孩子,Part 3,5542,How do artworks inspire people?,2026-01-05
993,喜欢画画的孩子,Part 3,5605,What are the differences between reading a book and visiting a museum?,2026-01-10
995,擅长做计划的人,Part 2,5547,"Describe a person who makes plans a lot and is good at planning

You should say:

Who he/she is

How you knew him/her

What plans he/she makes

And explain how you feel about this person",2026-01-06
995,擅长做计划的人,Part 3,5548,Do you think it's important to plan ahead?,2026-01-06
995,擅长做计划的人,Part 3,5549,Do you think children should plan their future careers?,2026-01-06
995,擅长做计划的人,Part 3,5550,Should children ask their teachers or parents for advice when making plans?,2026-01-06
995,擅长做计划的人,Part 3,5564,What activities do we need to plan ahead?,2026-01-07
995,擅长做计划的人,Part 3,5565,Is making study plans popular among young people?,2026-01-07
995,擅长做计划的人,Part 3,5566,Do you think choosing a college major is closely related to a future career?,2026-01-07
997,Apps/程序,Part 2,5554,"Describe a program or app on your computer or phone

You should say:

What it is

When/how you use it

Where you found it

And explain how you feel about it",2026-01-06
997,Apps/程序,Part 3,5555,What are the differences between old and young people when using apps?,2026-01-06
997,Apps/程序,Part 3,5556,Why do some people not like using apps?,2026-01-06
997,Apps/程序,Part 3,5594,What apps are popular in your country? Why?,2026-01-08
997,Apps/程序,Part 3,5595,Should parents limit their children's use of computer programs and computer games?,2026-01-08
997,Apps/程序,Part 3,5596,Do you think young people rely more and more on these programs?,2026-01-08
997,Apps/程序,Part 3,5657,What do you think about some countries banning children from using social media?,2026-01-26
998,想拥有的科技产品,Part 2,5557,"Describe a piece of technology (not a phone) that you would like to own

You should say:

What it is

How much it costs

How you knew it

And explain why you would like to own it",2026-01-06
998,想拥有的科技产品,Part 3,5558,What are the differences between the technology of the past and that of today?,2026-01-06
998,想拥有的科技产品,Part 3,5567,What technology do young people like to use?,2026-01-07
998,想拥有的科技产品,Part 3,5568,What are the differences between online and face-to-face communication?,2026-01-07
998,想拥有的科技产品,Part 3,5612,Do you think technology has changed the way people communicate?,2026-01-12
998,想拥有的科技产品,Part 3,5613,What negative effects does technology have on people's relationships?,2026-01-12
998,想拥有的科技产品,Part 3,5614,What are the differences between making friends in real life and online?,2026-01-12
